sample_id,round,variant,implementation,value_type,footprint_bytes,passes,elapsed_ns,checksum,expected_checksum,pmu_cycles,pmu_instructions,pmu_ref_cycles,pmu_time_enabled,pmu_time_running,pmu_available
r04-o261-cpp-scalar-short-67108864,4,cpp,scalar,short,67108864,32,675231050,0,0,1481701272,4294967759,1481701232,675121640,675121640,1
r04-o262-cpp_unroll-u1-double-1048576,4,cpp_unroll,u1,double,1048576,2048,366953272,0,0,805436078,1073756433,805436082,366982701,366982701,1
r04-o263-rust-scalar-short-32768,4,rust,scalar,short,32768,65536,623987505,0,0,1369245689,4295295262,1369245702,623874957,623874957,1
r04-o264-rust-avx2-int-1048576,4,rust,avx2,int,1048576,2048,85482589,536870912,536870912,187630715,402708761,187630740,85510911,85510911,1
r04-o265-cpp_unroll-u1-double-32768,4,cpp_unroll,u1,double,32768,65536,367137839,0,0,805451335,1074200851,805451328,367020596,367020596,1
r04-o266-rust_unroll-u1-float-8388608,4,rust_unroll,u1,float,8388608,256,760282536,0,0,1668760708,2147485214,1668760698,760314920,760314920,1
r04-o267-clangpp-scalar-short-8388608,4,clangpp,scalar,short,8388608,256,524495604,0,0,1150848232,1476398447,1150848248,524384413,524384413,1
r04-o268-clangpp-scalar-double-67108864,4,clangpp,scalar,double,67108864,32,389738744,0,0,855452122,369100250,855452136,389775652,389775652,1
r04-o269-rust_unroll-u1-float-32768,4,rust_unroll,u1,float,32768,65536,734059088,0,0,1610819081,2147811616,1610819122,733936655,733936655,1
r04-o270-rust-scalar-string16-32768,4,rust,scalar,string16,32768,65536,555178396,2147483648,2147483648,1218196667,4698145047,1218196694,555061676,555061676,1
r04-o271-c-avx2-short-262144,4,c,avx2,short,262144,8192,58662301,0,0,128762284,268788086,128762282,58690680,58690680,1
r04-o272-clangpp-scalar-int-262144,4,clangpp,scalar,int,262144,8192,245406730,536870912,536870912,538652758,738272391,538652752,245434598,245434598,1
r04-o273-go-scalar-float-1048576,4,go,scalar,float,1048576,2048,736597533,0,0,1611246799,2684434967,1611247462,735555792,735555792,true
r04-o274-go-scalar-double-262144,4,go,scalar,double,262144,8192,368547669,0,0,805478375,1342275516,805479004,367942100,367942100,true
r04-o275-c-scalar-double-8388608,4,c,scalar,double,8388608,256,393787601,0,0,864334733,1073743999,864334724,393818917,393818917,1
r04-o276-go-scalar-int-8388608,4,go,scalar,int,8388608,256,413512723,536870912,536870912,902098452,2684792903,902098274,412630444,412630444,true
r04-o277-rust-avx2-string16-67108864,4,rust,avx2,string16,67108864,32,170125157,2147483648,2147483648,373415412,536871832,373415438,170161015,170161015,1
r04-o278-cpp_native-scalar-short-32768,4,cpp_native,scalar,short,32768,65536,624590138,0,0,1370549106,4295426322,1370549092,624473206,624473206,1
r04-o279-cpp-scalar-float-8388608,4,cpp,scalar,float,8388608,256,753746345,0,0,1654414881,2147485796,1654414916,753778346,753778346,1
r04-o280-rust-scalar-double-32768,4,rust,scalar,double,32768,65536,367522849,0,0,806325811,1074069789,806325806,367409905,367409905,1
r04-o281-cpp-avx2-int-67108864,4,cpp,avx2,int,67108864,32,160684741,536870912,536870912,352694078,268436689,352694100,160718994,160718994,1
r04-o282-c-scalar-double-67108864,4,c,scalar,double,67108864,32,401222244,0,0,880273040,1073742433,880273042,401110583,401110583,1
r04-o283-rust_unroll-u2-double-1048576,4,rust_unroll,u2,double,1048576,2048,367031972,0,0,805608036,1610633493,805608034,367060243,367060243,1
r04-o284-c-scalar-double-262144,4,c,scalar,double,262144,8192,366902539,0,0,805324122,1073799551,805324124,366929501,366929501,1
r04-o285-rust-scalar-double-1048576,4,rust,scalar,double,1048576,2048,367160369,0,0,805530336,1073752349,805530308,367049499,367049499,1
r05-o001-cpp-avx2-short-8388608,5,cpp,avx2,short,8388608,256,117280909,0,0,257425932,268446838,257425916,117312068,117312068,1
r05-o002-rust-scalar-string16-262144,5,rust,scalar,string16,262144,8192,668780048,2147483648,2147483648,1467920636,4697686293,1467920630,668809589,668809589,1
r05-o003-cpp_native-scalar-float-32768,5,cpp_native,scalar,float,32768,65536,733960599,0,0,1610624877,1342832915,1610624906,733846767,733846767,1
r05-o004-rust-scalar-double-8388608,5,rust,scalar,double,8388608,256,392491094,0,0,861108001,1073743389,861108006,392377687,392377687,1
r05-o005-c-avx2-float-1048576,5,c,avx2,float,1048576,2048,93456985,0,0,205118199,268534119,205118188,93484827,93484827,1
r05-o006-cpp_unroll-u8-double-8388608,5,cpp_unroll,u8,double,8388608,256,377555857,0,0,828647838,369101342,828647842,377590560,377590560,1
r05-o007-go-scalar-float-8388608,5,go,scalar,float,8388608,256,774955645,0,0,1692892638,2684824967,1692892410,773519997,773519997,true
r05-o008-rust_unroll-u2-float-1048576,5,rust_unroll,u2,float,1048576,2048,734611813,0,0,1612033207,3221246232,1612033214,734496477,734496477,1
r05-o009-cpp_unroll-u2-double-1048576,5,cpp_unroll,u2,double,1048576,2048,366987060,0,0,805509829,671107356,805509826,367019272,367019272,1
r05-o010-rust-avx2-double-32768,5,rust,avx2,double,32768,65536,91153402,0,0,200061313,403767573,200061290,91184018,91184018,1
r05-o011-cpp-avx2-float-8388608,5,cpp,avx2,float,8388608,256,164040870,0,0,360044502,268448103,360044498,164076481,164076481,1
r05-o012-go-scalar-string16-262144,5,go,scalar,string16,262144,8192,2273468848,2147483648,2147483648,4972017996,12616724989,4972018964,2269846629,2269846629,true
r05-o013-rust-scalar-string16-1048576,5,rust,scalar,string16,1048576,2048,675599524,2147483648,2147483648,1482888259,4697637141,1482888264,675628964,675628964,1
r05-o014-cpp_native-scalar-short-67108864,5,cpp_native,scalar,short,67108864,32,678932143,0,0,1489796966,4294967794,1489796968,678812777,678812777,1
r05-o015-c-scalar-int-32768,5,c,scalar,int,32768,65536,311758605,536870912,536870912,684287763,2147811657,684287780,311787855,311787855,1
r05-o016-cpp_unroll-u1-double-67108864,5,cpp_unroll,u1,double,67108864,32,387587960,0,0,850330284,1073742323,850330316,387474598,387474598,1
r05-o017-c-scalar-float-262144,5,c,scalar,float,262144,8192,733837464,0,0,1610715902,2147541348,1610715920,733866742,733866742,1
r05-o018-rust-avx2-int-67108864,5,rust,avx2,int,67108864,32,165675959,536870912,536870912,363238008,402654331,363238018,165554104,165554104,1
r05-o019-rust-avx2-short-32768,5,rust,avx2,short,32768,65536,62309289,0,0,136766996,405471512,136766982,62338788,62338788,1
r05-o020-clangpp-scalar-float-262144,5,clangpp,scalar,float,262144,8192,733830015,0,0,1610701372,738272417,1610701356,733860508,733860508,1
r05-o021-cpp-avx2-short-67108864,5,cpp,avx2,short,67108864,32,161279050,0,0,353998421,268437206,353998414,161314108,161314108,1
r05-o022-c-avx2-int-32768,5,c,avx2,int,32768,65536,36163564,536870912,536870912,79379220,270205297,79379190,36191452,36191452,1
r05-o023-c-avx2-float-262144,5,c,avx2,float,262144,8192,92285759,0,0,202546568,268829031,202546564,92312692,92312692,1
r05-o024-c-avx2-double-8388608,5,c,avx2,double,8388608,256,129812456,0,0,284916054,268441217,284916038,129844556,129844556,1
r05-o025-cpp_native-scalar-int-67108864,5,cpp_native,scalar,int,67108864,32,359253821,536870912,536870912,788536940,2147484144,788536936,359288874,359288874,1
r05-o026-rust-avx2-short-1048576,5,rust,avx2,short,1048576,2048,85510013,0,0,187690781,402741528,187690778,85538489,85538489,1
r05-o027-cpp-avx2-double-262144,5,cpp,avx2,double,262144,8192,92817330,0,0,203335029,268607875,203335044,92699170,92699170,1
r05-o028-rust-avx2-double-8388608,5,rust,avx2,double,8388608,256,133482290,0,0,292969998,402657813,292969974,133515304,133515304,1
r05-o029-cpp_unroll-u2-double-8388608,5,cpp_unroll,u2,double,8388608,256,382360886,0,0,839254942,671091228,839254944,382396883,382396883,1
r05-o030-c-scalar-int-67108864,5,c,scalar,int,67108864,32,358146339,536870912,536870912,786105937,2147484137,786105958,358182220,358182220,1
r05-o031-cpp-scalar-float-67108864,5,cpp,scalar,float,67108864,32,765779987,0,0,1680827559,2147484228,1680827566,765814811,765814811,1
r05-o032-cpp_native-scalar-float-262144,5,cpp_native,scalar,float,262144,8192,733993369,0,0,1610681721,1342259475,1610681710,733878993,733878993,1
r05-o033-go-scalar-string16-32768,5,go,scalar,string16,32768,65536,2269744017,2147483648,2147483648,4969636043,12617298374,4969638058,2267426646,2267426646,true
r05-o034-rust-scalar-double-67108864,5,rust,scalar,double,67108864,32,401256354,0,0,880345784,1073742269,880345818,401144171,401144171,1
r05-o035-cpp-avx2-int-262144,5,cpp,avx2,int,262144,8192,61571714,536870912,536870912,135148129,268657009,135148112,61599474,61599474,1
r05-o036-cpp_unroll-u8-double-32768,5,cpp_unroll,u8,double,32768,65536,366918310,0,0,805358708,369688860,805358686,366945976,366945976,1
r05-o037-go-scalar-short-67108864,5,go,scalar,short,67108864,32,787270921,0,0,1719338769,5368772582,1719338896,785898233,785898233,true
r05-o038-rust-scalar-int-262144,5,rust,scalar,int,262144,8192,316148302,536870912,536870912,693922931,2147524892,693922922,316177375,316177375,1
r05-o039-rust-avx2-string16-32768,5,rust,avx2,string16,32768,65536,63381270,2147483648,2147483648,139119877,538181912,139119882,63409089,63409089,1
r05-o040-c-avx2-int-262144,5,c,avx2,int,262144,8192,57462436,536870912,536870912,125752037,268657011,125752044,57343193,57343193,1
r05-o041-c-scalar-double-8388608,5,c,scalar,double,8388608,256,393223124,0,0,863095648,1073743999,863095640,393253492,393253492,1
r05-o042-rust-avx2-float-32768,5,rust,avx2,float,32768,65536,90723256,0,0,199117832,404291864,199117842,90751251,90751251,1
r05-o043-cpp-avx2-double-8388608,5,cpp,avx2,double,8388608,256,128103137,0,0,281162813,268441217,281162794,128135788,128135788,1
r05-o044-c-scalar-double-32768,5,c,scalar,double,32768,65536,367221086,0,0,805651942,1074200961,805651924,367106089,367106089,1
r05-o045-cpp-avx2-double-67108864,5,cpp,avx2,double,67108864,32,163938861,0,0,359820736,268436513,359820692,163973643,163973643,1
r05-o046-clangpp-scalar-string16-67108864,5,clangpp,scalar,string16,67108864,32,710687344,2147483648,2147483648,1559905899,4697621877,1559905908,710722430,710722430,1
r05-o047-cpp_native-scalar-double-67108864,5,cpp_native,scalar,double,67108864,32,388814190,0,0,853420112,671089233,853420106,388851999,388851999,1
r05-o048-clangpp-scalar-short-1048576,5,clangpp,scalar,short,1048576,2048,491368749,0,0,1078518707,1476414573,1078518694,491399347,491399347,1
r05-o049-cpp_native-scalar-double-262144,5,cpp_native,scalar,double,262144,8192,367075198,0,0,805331277,671170835,805331274,366959141,366959141,1
r05-o050-cpp-avx2-short-32768,5,cpp,avx2,short,32768,65536,36895330,0,0,80985508,271253878,80985520,36922270,36922270,1
r05-o051-rust-avx2-string16-67108864,5,rust,avx2,string16,67108864,32,170146783,2147483648,2147483648,373462459,536871832,373462452,170181553,170181553,1
r05-o052-c-scalar-short-32768,5,c,scalar,short,32768,65536,624405432,0,0,1370131319,4295295279,1370131290,624282272,624282272,1
r05-o053-rust_unroll-u1-double-32768,5,rust_unroll,u1,double,32768,65536,366942940,0,0,805413264,1074069788,805413290,366972526,366972526,1
r05-o054-cpp_native-scalar-short-32768,5,cpp_native,scalar,short,32768,65536,624197311,0,0,1369683749,4295426322,1369683766,624079667,624079667,1
r05-o055-rust-scalar-int-67108864,5,rust,scalar,int,67108864,32,358153619,536870912,536870912,786121661,2147484092,786121666,358188196,358188196,1
r05-o056-rust-scalar-double-262144,5,rust,scalar,double,262144,8192,366935009,0,0,805395947,1073783067,805395954,366966246,366966246,1
r05-o057-cpp-avx2-float-67108864,5,cpp,avx2,float,67108864,32,166151507,0,0,364677137,268437351,364677148,166186036,166186036,1
r05-o058-clangpp-scalar-int-1048576,5,clangpp,scalar,int,1048576,2048,247860781,536870912,536870912,544038870,738217095,544038880,247890093,247890093,1
r05-o059-rust_unroll-u2-double-262144,5,rust_unroll,u2,double,262144,8192,366924286,0,0,805372174,1610694933,805372194,366954216,366954216,1
r05-o060-c-scalar-string16-32768,5,c,scalar,string16,32768,65536,917512916,2147483648,2147483648,2013501927,4832362880,2013501952,917397835,917397835,1
r05-o061-cpp_unroll-u1-float-1048576,5,cpp_unroll,u1,float,1048576,2048,734181038,0,0,1611088274,2147498259,1611088270,734064475,734064475,1
r05-o062-rust_unroll-u8-double-262144,5,rust_unroll,u8,double,262144,8192,366932995,0,0,805391007,1208033559,805391026,366962388,366962388,1
r05-o063-c-scalar-string16-67108864,5,c,scalar,string16,67108864,32,954643843,2147483648,2147483648,2094963136,4831838848,2094963134,954522964,954522964,1
r05-o064-rust-scalar-short-32768,5,rust,scalar,short,32768,65536,624532341,0,0,1370429190,4295295262,1370429192,624416117,624416117,1
r05-o065-clangpp-scalar-string16-32768,5,clangpp,scalar,string16,32768,65536,556828441,2147483648,2147483648,1221820337,4698014903,1221820336,556714231,556714231,1
r05-o066-go-scalar-int-262144,5,go,scalar,int,262144,8192,467847669,536870912,536870912,1022929845,2684458587,1022930348,467147840,467147840,true
r05-o067-rust-scalar-float-67108864,5,rust,scalar,float,67108864,32,765820101,0,0,1680505567,2147484094,1680505552,765693759,765693759,1
r05-o068-rust-scalar-double-1048576,5,rust,scalar,double,1048576,2048,367091942,0,0,805725422,1073752348,805725426,367122104,367122104,1
r05-o069-go-scalar-double-262144,5,go,scalar,double,262144,8192,368779991,0,0,805532881,1342275714,805533696,367996552,367996552,true
r05-o070-cpp-scalar-string16-1048576,5,cpp,scalar,string16,1048576,2048,919644957,2147483648,2147483648,2018168082,4831854975,2018168064,919527345,919527345,1
r05-o071-clangpp-scalar-double-67108864,5,clangpp,scalar,double,67108864,32,389876453,0,0,855753271,369100250,855753272,389912561,389912561,1
r05-o072-rust_unroll-u2-float-32768,5,rust_unroll,u2,float,32768,65536,734495927,0,0,1611779696,3221881112,1611779686,734377108,734377108,1
r05-o073-go-scalar-string16-1048576,5,go,scalar,string16,1048576,2048,2269385588,2147483648,2147483648,4967512609,12616663565,4967514420,2266899067,2266899067,true
r05-o074-cpp-scalar-int-1048576,5,cpp,scalar,int,1048576,2048,318269291,536870912,536870912,698578321,2147494217,698578298,318298631,318298631,1
r05-o075-cpp_native-scalar-short-8388608,5,cpp_native,scalar,short,8388608,256,663296185,0,0,1455501156,4294969362,1455501124,663182163,663182163,1
r05-o076-go-scalar-double-32768,5,go,scalar,double,32768,65536,368495118,0,0,805589032,1342734221,805589862,367925743,367925743,true
r05-o077-cpp-scalar-int-262144,5,cpp,scalar,int,262144,8192,315989010,536870912,536870912,693185673,2147524939,693185680,315867325,315867325,1
r05-o078-cpp_native-scalar-string16-67108864,5,cpp_native,scalar,string16,67108864,32,710196909,2147483648,2147483648,1558827710,4697620975,1558827688,710233768,710233768,1
r05-o079-c-avx2-short-32768,5,c,avx2,short,32768,65536,37135176,0,0,81139875,271253880,81139850,37017785,37017785,1
r05-o080-go-scalar-int-67108864,5,go,scalar,int,67108864,32,424501540,536870912,536870912,927477999,2684389730,927477958,423864629,423864629,true
r05-o081-cpp-scalar-string16-8388608,5,cpp,scalar,string16,8388608,256,944872089,2147483648,2147483648,2073530262,4831840640,2073530272,944752276,944752276,1
r05-o082-cpp_native-scalar-string16-32768,5,cpp_native,scalar,string16,32768,65536,557530892,2147483648,2147483648,1223358018,4698079505,1223358026,557412250,557412250,1
r05-o083-rust-avx2-float-67108864,5,rust,avx2,float,67108864,32,165691274,0,0,363666784,402654264,363666776,165728302,165728302,1
r05-o084-cpp_native-scalar-short-1048576,5,cpp_native,scalar,short,1048576,2048,636340679,0,0,1396718726,4294981904,1396718730,636371427,636371427,1
r05-o085-cpp_native-scalar-int-32768,5,cpp_native,scalar,int,32768,65536,312009967,536870912,536870912,684477137,2147942674,684477178,311896841,311896841,1
r05-o086-rust_unroll-u2-double-1048576,5,rust_unroll,u2,double,1048576,2048,367056824,0,0,805662960,1610633493,805662946,367086067,367086067,1
r05-o087-go-scalar-double-8388608,5,go,scalar,double,8388608,256,401152485,0,0,874627295,1342616046,874627160,400450137,400450137,true
r05-o088-go-scalar-int-1048576,5,go,scalar,int,1048576,2048,461667206,536870912,536870912,1008945829,2684409436,1008946620,460830909,460830909,true
r05-o089-rust_unroll-u1-double-67108864,5,rust_unroll,u1,double,67108864,32,400887735,0,0,879919266,1073742268,879919282,400921365,400921365,1
r05-o090-cpp-scalar-double-32768,5,cpp,scalar,double,32768,65536,367126392,0,0,805444161,1074200961,805444156,367010960,367010960,1
r05-o091-cpp_unroll-u8-double-67108864,5,cpp_unroll,u8,double,67108864,32,383031924,0,0,840727868,369099324,840727866,383070343,383070343,1
r05-o092-rust_unroll-u1-float-32768,5,rust_unroll,u1,float,32768,65536,734583325,0,0,1611973846,2147811616,1611973792,734465579,734465579,1
r05-o093-c-avx2-int-1048576,5,c,avx2,int,1048576,2048,76889560,536870912,536870912,168769654,268491121,168769656,76918914,76918914,1
r05-o094-rust-scalar-int-32768,5,rust,scalar,int,32768,65536,312303422,536870912,536870912,685483486,2147811612,685483502,312332164,312332164,1
r05-o095-cpp-avx2-int-1048576,5,cpp,avx2,int,1048576,2048,76859404,536870912,536870912,168703488,268491121,168703524,76888063,76888063,1
r05-o096-go-scalar-int-32768,5,go,scalar,int,32768,65536,469697334,536870912,536870912,1027003227,2684917353,1027004088,468923749,468923749,true
r05-o097-cpp_unroll-u2-double-67108864,5,cpp_unroll,u2,double,67108864,32,388561668,0,0,852865576,671089212,852865574,388601187,388601187,1
r05-o098-cpp_unroll-u2-float-8388608,5,cpp_unroll,u2,float,8388608,256,757108169,0,0,1661396501,1610615572,1661396528,756990942,756990942,1
r05-o099-rust-scalar-int-8388608,5,rust,scalar,int,8388608,256,348137488,536870912,536870912,764136588,2147485212,764136604,348169814,348169814,1
r05-o100-rust_unroll-u1-double-1048576,5,rust_unroll,u1,double,1048576,2048,367172195,0,0,805551185,1073752350,805551252,367059560,367059560,1
r05-o101-rust_unroll-u2-double-32768,5,rust_unroll,u2,double,32768,65536,366970995,0,0,805474341,1611268373,805474318,367000797,367000797,1
r05-o102-clangpp-scalar-short-67108864,5,clangpp,scalar,short,67108864,32,534083360,0,0,1171898393,1476396431,1171898420,533975060,533975060,1
r05-o103-c-scalar-double-262144,5,c,scalar,double,262144,8192,366941421,0,0,805409647,1073799551,805409616,366971076,366971076,1
r05-o104-cpp_native-scalar-double-8388608,5,cpp_native,scalar,double,8388608,256,382530842,0,0,839243479,671091475,839243460,382418068,382418068,1
r05-o105-rust_unroll-u8-float-67108864,5,rust_unroll,u8,float,67108864,32,758273735,0,0,1664351985,2415919672,1664351964,758308807,758308807,1
r05-o106-c-avx2-short-8388608,5,c,avx2,short,8388608,256,118280482,0,0,259619512,268446838,259619514,118313956,118313956,1
r05-o107-go-scalar-short-8388608,5,go,scalar,short,8388608,256,771711333,0,0,1686513324,5369171560,1686513202,770434279,770434279,true
r05-o108-cpp-scalar-float-8388608,5,cpp,scalar,float,8388608,256,756262363,0,0,1659554641,2147485798,1659554644,756148302,756148302,1
r05-o109-c-avx2-float-32768,5,c,avx2,float,32768,65536,90768327,0,0,199216929,271581543,199216952,90797020,90797020,1
r05-o110-cpp-scalar-int-8388608,5,cpp,scalar,int,8388608,256,348336316,536870912,536870912,764572928,2147485257,764572930,348368375,348368375,1
r05-o111-cpp_native-scalar-int-8388608,5,cpp_native,scalar,int,8388608,256,348517502,536870912,536870912,764970866,2147485712,764970822,348549883,348549883,1
r05-o112-rust_unroll-u8-double-67108864,5,rust_unroll,u8,double,67108864,32,393517231,0,0,863741673,1207960119,863741692,393552267,393552267,1
r05-o113-c-avx2-double-262144,5,c,avx2,double,262144,8192,92826968,0,0,203735494,268607873,203735488,92856167,92856167,1
r05-o114-cpp-avx2-float-32768,5,cpp,avx2,float,32768,65536,90868468,0,0,199435773,271581543,199435764,90896842,90896842,1
r05-o115-cpp_unroll-u8-double-262144,5,cpp_unroll,u8,double,262144,8192,367097093,0,0,805365957,369172766,805365946,366977972,366977972,1
r05-o116-cpp-scalar-double-1048576,5,cpp,scalar,double,1048576,2048,367018512,0,0,805578674,1073756543,805578664,367047552,367047552,1
r05-o117-cpp_native-scalar-short-262144,5,cpp_native,scalar,short,262144,8192,634043838,0,0,1391309910,4295024914,1391309942,633930060,633930060,1
r05-o118-cpp_unroll-u2-float-1048576,5,cpp_unroll,u2,float,1048576,2048,734094505,0,0,1610894014,1610633492,1610894010,733975971,733975971,1
r05-o119-rust-scalar-short-1048576,5,rust,scalar,short,1048576,2048,635424930,0,0,1394708434,4294977820,1394708458,635454614,635454614,1
r05-o120-rust-scalar-string16-8388608,5,rust,scalar,string16,8388608,256,700597459,2147483648,2147483648,1537378934,4697622807,1537378920,700484541,700484541,1
r05-o121-clangpp-scalar-int-67108864,5,clangpp,scalar,int,67108864,32,302319974,536870912,536870912,663573795,738198951,663573790,302356027,302356027,1
r05-o122-rust-avx2-short-262144,5,rust,avx2,short,262144,8192,76336634,0,0,167555889,403005720,167555894,76364571,76364571,1
r05-o123-cpp_native-scalar-double-32768,5,cpp_native,scalar,double,32768,65536,367078996,0,0,805340741,671744275,805340778,366961189,366961189,1
r05-o124-rust_unroll-u8-float-262144,5,rust_unroll,u8,float,262144,8192,734011615,0,0,1610719546,2415993114,1610719528,733894917,733894917,1
r05-o125-cpp-scalar-short-32768,5,cpp,scalar,short,32768,65536,623599506,0,0,1368752726,4295295277,1368752726,623628216,623628216,1
r05-o126-rust-avx2-int-32768,5,rust,avx2,int,32768,65536,61997954,536870912,536870912,136083748,404422937,136083750,62025472,62025472,1
r05-o127-cpp_unroll-u1-double-32768,5,cpp_unroll,u1,double,32768,65536,367100059,0,0,805381273,1074200851,805381258,366980668,366980668,1
r05-o128-cpp_unroll-u1-float-8388608,5,cpp_unroll,u1,float,8388608,256,756910534,0,0,1661359928,2147485713,1661359942,756944750,756944750,1
r05-o129-rust_unroll-u2-double-8388608,5,rust_unroll,u2,double,8388608,256,394522224,0,0,865561007,1610615575,865561026,394406531,394406531,1
r05-o130-cpp_native-scalar-int-262144,5,cpp_native,scalar,int,262144,8192,317036664,536870912,536870912,695872839,2147541264,695872848,317065616,317065616,1
r05-o131-cpp_native-scalar-string16-8388608,5,cpp_native,scalar,string16,8388608,256,701011253,2147483648,2147483648,1538272635,4697622545,1538272648,700893457,700893457,1
r05-o132-cpp_unroll-u1-float-32768,5,cpp_unroll,u1,float,32768,65536,734622800,0,0,1612053144,2147942675,1612053102,734502960,734502960,1
r05-o133-cpp-scalar-float-262144,5,cpp,scalar,float,262144,8192,733830386,0,0,1610700501,2147541348,1610700476,733861424,733861424,1
r05-o134-cpp_native-scalar-double-1048576,5,cpp_native,scalar,double,1048576,2048,367116579,0,0,805427893,671109394,805427898,366995069,366995069,1
r05-o135-c-scalar-float-32768,5,c,scalar,float,32768,65536,733907026,0,0,1610868443,2147942756,1610868468,733935690,733935690,1
r05-o136-cpp_unroll-u8-float-1048576,5,cpp_unroll,u8,float,1048576,2048,734028119,0,0,1610756786,872438042,1610756796,733909351,733909351,1
r05-o137-cpp-avx2-float-1048576,5,cpp,avx2,float,1048576,2048,93357679,0,0,204900019,268534119,204900036,93386366,93386366,1
r05-o138-c-avx2-string16-8388608,5,c,avx2,string16,8388608,256,128445485,2147483648,2147483648,281930778,469768325,281930814,128478149,128478149,1
r05-o139-clangpp-scalar-int-8388608,5,clangpp,scalar,int,8388608,256,280172859,536870912,536870912,614577931,738200969,614577942,280059274,280059274,1
r05-o140-go-scalar-string16-67108864,5,go,scalar,string16,67108864,32,2319438861,2147483648,2147483648,5067469788,12616646248,5067471640,2315727786,2315727786,true
r05-o141-cpp-scalar-int-67108864,5,cpp,scalar,int,67108864,32,358048042,536870912,536870912,785889403,2147484137,785889412,358082623,358082623,1
r05-o142-clangpp-scalar-string16-262144,5,clangpp,scalar,string16,262144,8192,669751602,2147483648,2147483648,1469682128,4697670839,1469682104,669636919,669636919,1
r05-o143-rust-scalar-float-8388608,5,rust,scalar,float,8388608,256,755472304,0,0,1657800837,2147485214,1657800826,755350731,755350731,1
r05-o144-c-avx2-double-32768,5,c,avx2,double,32768,65536,90315376,0,0,198213719,269812097,198213708,90343352,90343352,1
r05-o145-go-scalar-string16-8388608,5,go,scalar,string16,8388608,256,2299538346,2147483648,2147483648,5026057318,12617047071,5026058224,2295723874,2295723874,true
r05-o146-cpp-scalar-short-1048576,5,cpp,scalar,short,1048576,2048,636404216,0,0,1396471586,4294977839,1396471626,636283473,636283473,1
r05-o147-cpp-avx2-short-1048576,5,cpp,avx2,short,1048576,2048,76754524,0,0,168473249,268523894,168473272,76783890,76783890,1
r05-o148-rust-scalar-string16-32768,5,rust,scalar,string16,32768,65536,554619075,2147483648,2147483648,1216959229,4698145047,1216959216,554497286,554497286,1
r05-o149-cpp-avx2-float-262144,5,cpp,avx2,float,262144,8192,92677052,0,0,203405919,268829031,203405884,92707039,92707039,1
r05-o150-cpp-scalar-float-32768,5,cpp,scalar,float,32768,65536,733897603,0,0,1610848061,2147942756,1610848052,733927313,733927313,1
r05-o151-c-scalar-short-262144,5,c,scalar,short,262144,8192,633644923,0,0,1390434601,4295008559,1390434628,633527937,633527937,1
r05-o152-rust-scalar-double-32768,5,rust,scalar,double,32768,65536,366900908,0,0,805320480,1074069787,805320494,366927243,366927243,1
r05-o153-c-avx2-double-67108864,5,c,avx2,double,67108864,32,163411833,0,0,358275131,268436515,358275126,163299663,163299663,1
r05-o154-rust-scalar-short-262144,5,rust,scalar,short,262144,8192,633148959,0,0,1389712866,4295008540,1389712874,633178891,633178891,1
r05-o155-c-avx2-float-67108864,5,c,avx2,float,67108864,32,163064458,0,0,357900376,268437351,357900400,163098317,163098317,1
r05-o156-c-avx2-string16-1048576,5,c,avx2,string16,1048576,2048,87298786,2147483648,2147483648,191241427,469809543,191241402,87179277,87179277,1
r05-o157-c-avx2-int-67108864,5,c,avx2,int,67108864,32,160607608,536870912,536870912,352524754,268436689,352524766,160642814,160642814,1
r05-o158-c-scalar-short-67108864,5,c,scalar,short,67108864,32,674879748,0,0,1481309538,4294967757,1481309544,674913977,674913977,1
r05-o159-go-scalar-float-32768,5,go,scalar,float,32768,65536,736562084,0,0,1611191897,2684943092,1611193078,735525440,735525440,true
r05-o160-clangpp-scalar-float-8388608,5,clangpp,scalar,float,8388608,256,754217218,0,0,1655052791,738200996,1655052828,754099316,754099316,1
r05-o161-cpp_unroll-u8-float-32768,5,cpp_unroll,u8,float,32768,65536,735352025,0,0,1613650943,873136404,1613650940,735233055,735233055,1
r05-o162-rust-avx2-int-8388608,5,rust,avx2,int,8388608,256,154937994,536870912,536870912,340080767,402660377,340080796,154975651,154975651,1
r05-o163-rust-scalar-string16-67108864,5,rust,scalar,string16,67108864,32,716926640,2147483648,2147483648,1573198811,4697621015,1573198814,716809138,716809138,1
r05-o164-cpp-avx2-string16-8388608,5,cpp,avx2,string16,8388608,256,158008831,2147483648,2147483648,346820613,469768325,346820628,158045074,158045074,1
r05-o165-rust-scalar-float-1048576,5,rust,scalar,float,1048576,2048,734855733,0,0,1612551227,2147494174,1612551226,734733647,734733647,1
r05-o166-cpp-scalar-double-8388608,5,cpp,scalar,double,8388608,256,398200239,0,0,874020775,1073743999,874020774,398235831,398235831,1
r05-o167-go-scalar-short-32768,5,go,scalar,short,32768,65536,703082533,0,0,1536906217,5369290750,1536907152,701836147,701836147,true
r05-o168-rust_unroll-u1-float-67108864,5,rust_unroll,u1,float,67108864,32,767635682,0,0,1684901142,2147484094,1684901174,767671384,767671384,1
r05-o169-rust-avx2-double-1048576,5,rust,avx2,double,1048576,2048,102268817,0,0,224459622,402688277,224459620,102300084,102300084,1
r05-o170-cpp_unroll-u8-float-262144,5,cpp_unroll,u8,float,262144,8192,733973472,0,0,1611014747,872505618,1611014746,734004347,734004347,1
